Date,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,dz,ra,ts,tsra,vcts
2011-05-07,1.5,60.0,44.5,52.5,-1.5,45.0,49.0,12.5,0.0,441.0,1856.0,0.0,29.155,29.845,5.199999999999999,5.0,7.4,0.0,0.0,0.0,0.0,0.0
2011-05-08,1.5,68.0,41.5,55.0,-1.0,43.5,49.5,10.0,0.0,439.0,1857.0,0.0,29.299999999999997,29.975,6.75,6.0,7.5,0.0,0.0,0.0,0.0,0.0
2011-05-09,1.5,73.5,49.0,61.5,4.0,45.5,54.0,3.5,0.0,438.0,1858.0,0.0,29.18,29.89,14.8,11.5,15.149999999999999,0.0,0.5,0.0,0.0,0.0
2011-05-10,1.5,90.5,63.0,77.0,20.0,60.5,66.0,0.0,12.0,437.0,1859.0,0.0,29.03,29.715,6.75,15.5,8.6,0.0,0.0,0.0,0.0,0.0
2011-05-11,1.5,87.5,65.0,76.5,18.0,65.5,68.5,0.0,11.5,436.0,1860.0,0.20500000000000002,29.130000000000003,29.79,3.95,14.0,6.5,0.0,0.0,0.5,0.5,0.0
2011-05-12,1.5,86.5,60.5,73.5,15.0,62.0,66.0,0.0,8.5,435.0,1901.0,0.155,29.104999999999997,29.785,4.949999999999999,19.0,7.75,0.0,0.0,1.0,0.5,0.0
2011-05-13,1.5,77.0,47.0,62.0,4.0,54.0,56.5,3.0,0.0,434.0,1902.0,0.015,29.035,29.72,10.3,2.0,11.25,0.0,0.5,0.0,0.0,0.0
2011-05-14,1.5,52.0,45.5,49.0,-4.5,46.5,47.5,16.0,0.0,433.0,1903.0,0.37,29.03,29.725,16.85,1.5,17.049999999999997,0.5,1.0,0.0,0.0,0.0
2011-05-15,1.5,47.0,41.5,44.5,-7.0,37.0,41.5,20.5,0.0,432.0,1904.0,0.33999999999999997,29.17,29.85,20.1,1.5,20.15,0.0,1.0,0.0,0.0,0.0
2011-05-16,1.5,52.5,38.5,46.0,-7.0,30.5,40.0,19.0,0.0,431.0,1905.0,0.0,29.310000000000002,30.01,13.7,1.5,14.0,0.0,0.0,0.0,0.0,0.0
2011-05-17,1.5,60.0,40.0,50.0,-4.5,34.0,43.5,15.0,0.0,430.0,1906.0,0.0,29.240000000000002,29.955,12.649999999999999,2.5,13.149999999999999,0.0,0.0,0.0,0.0,0.0
2011-05-18,1.5,59.0,49.5,54.5,-3.5,48.5,50.0,10.5,0.0,429.0,1907.0,0.05,29.185000000000002,29.884999999999998,6.4,1.5,7.05,0.5,1.0,0.0,0.0,0.0
2011-05-19,1.5,72.5,49.5,61.5,1.0,53.0,55.5,3.5,0.0,428.0,1908.0,0.0,29.325,30.0,3.3,2.0,5.4,0.0,0.0,0.0,0.0,0.0
2011-05-20,1.5,72.5,50.0,61.5,1.0,53.5,56.5,3.5,0.0,427.0,1909.0,0.0,29.33,30.03,5.45,6.5,6.1,0.0,0.0,0.0,0.0,0.0
2011-05-21,1.5,75.5,50.5,63.5,2.0,59.0,62.0,1.5,0.0,426.0,1910.0,0.005,29.165,29.87,7.55,15.0,8.55,0.0,0.0,0.0,0.0,0.0
2011-05-22,1.5,87.5,63.0,75.5,13.0,59.5,64.5,0.0,10.5,425.0,1911.0,0.35,28.985,29.695,10.75,18.5,11.5,0.0,0.5,0.0,1.0,0.0
2011-05-23,1.5,79.5,62.5,71.5,9.0,59.0,64.0,0.0,6.5,425.0,1912.0,0.0,28.950000000000003,29.615000000000002,10.65,24.5,11.9,0.0,0.0,0.0,0.0,0.0
2011-05-24,1.5,67.5,47.5,58.0,-2.5,47.0,52.0,7.0,0.0,424.0,1913.0,0.06,29.18,29.85,11.55,3.5,11.95,0.0,0.0,0.0,0.0,0.0
2011-05-25,1.5,71.0,48.0,59.5,-2.5,52.5,54.0,5.5,0.0,423.0,1914.0,2.0700000000000003,28.945,29.66,9.25,3.0,10.899999999999999,0.0,1.0,0.0,1.0,0.0
2011-05-26,1.5,49.5,43.0,46.5,-8.0,40.0,43.0,18.5,0.0,422.0,1915.0,0.835,29.17,29.835,18.25,1.5,18.35,0.0,1.0,0.0,0.0,0.0
2011-05-27,1.5,58.0,41.0,49.5,-6.5,41.0,46.0,15.5,0.0,422.0,1916.0,0.005,29.240000000000002,29.935000000000002,6.949999999999999,4.5,8.35,0.0,1.0,0.0,0.0,0.0
2011-05-28,1.5,63.0,51.5,57.5,-3.0,55.0,56.0,7.5,0.0,421.0,1916.0,0.175,29.130000000000003,29.83,5.2,18.0,6.25,0.5,1.0,0.0,0.5,0.0
2011-05-29,1.5,71.0,54.5,63.0,-1.5,59.5,60.5,2.0,0.0,421.0,1917.0,1.4,29.195,29.86,3.6,11.0,6.15,0.0,1.0,0.5,0.5,0.0
2011-05-30,1.5,89.0,60.5,75.0,8.0,65.0,69.5,0.0,10.0,420.0,1918.0,0.0,29.295,29.965,11.8,19.5,12.2,0.0,0.0,0.0,0.0,0.0
2011-05-31,1.5,86.5,69.0,78.0,13.0,64.5,69.0,0.0,13.0,420.0,1919.0,0.04,29.375,30.03,12.4,22.0,13.2,0.0,0.5,0.5,0.0,0.0
2011-06-01,1.5,81.5,61.0,71.5,6.0,49.0,59.0,0.0,6.5,419.0,1920.0,0.0,29.475,30.16,11.1,26.5,11.0,0.0,0.0,0.0,0.0,0.0
2011-06-02,1.5,69.0,56.5,63.0,-0.5,44.5,53.0,2.0,0.0,419.0,1920.0,0.01,29.48,30.185000000000002,8.95,6.0,9.5,0.0,1.0,0.0,0.0,0.0
2011-06-03,1.5,87.5,56.0,72.0,7.0,61.5,67.0,0.0,7.0,418.0,1921.0,0.095,29.34,30.035,10.4,16.5,11.05,0.0,0.5,0.0,0.0,0.0
2011-06-04,1.5,91.5,65.5,78.5,14.0,64.0,68.5,0.0,13.5,418.0,1922.0,0.33999999999999997,29.345,30.009999999999998,2.2,26.0,8.3,0.0,0.0,0.0,0.5,0.0
2011-06-05,1.5,84.5,61.5,73.5,8.0,55.0,62.0,0.0,8.5,417.0,1923.0,0.005,29.384999999999998,30.07,2.9000000000000004,7.5,5.2,0.0,0.0,0.0,0.0,0.0
2011-06-06,1.5,93.5,61.0,77.5,11.0,63.5,69.0,0.0,12.5,417.0,1923.0,0.0,29.185,29.884999999999998,8.15,20.0,9.149999999999999,0.0,0.0,0.0,0.0,0.0
2011-06-07,1.5,96.0,76.0,86.5,20.0,64.5,72.0,0.0,21.5,417.0,1924.0,0.0,29.145,29.810000000000002,10.0,23.0,10.35,0.0,0.0,0.0,0.0,0.0
2011-06-08,1.5,95.5,66.5,81.5,15.0,63.5,71.0,0.0,16.5,417.0,1925.0,0.43,29.165,29.805,10.45,23.5,12.75,0.0,0.0,0.0,1.0,0.0
2011-06-09,1.5,69.0,51.0,60.5,-3.0,53.0,55.5,4.5,0.0,416.0,1925.0,1.55,29.310000000000002,29.990000000000002,7.5,4.0,12.25,0.0,0.5,0.0,1.0,0.0
2011-06-10,1.5,70.0,51.0,60.5,-3.5,56.0,57.5,4.5,0.0,416.0,1926.0,0.48,29.235,29.93,6.25,2.0,7.75,0.0,0.5,0.5,0.5,0.0
2011-06-11,1.5,63.5,52.5,58.0,-5.0,54.0,55.5,7.0,0.0,416.0,1926.0,0.065,29.265,29.945,5.050000000000001,3.5,5.75,1.0,1.0,0.0,0.5,0.0
2011-06-12,1.5,64.0,50.5,57.5,-5.5,45.0,52.0,7.5,0.0,416.0,1927.0,0.0,29.41,30.095,8.850000000000001,2.5,9.4,0.0,0.0,0.0,0.0,0.0
2011-06-13,1.5,71.5,55.0,63.5,-2.5,43.0,53.0,1.5,0.0,416.0,1927.0,0.0,29.415,30.11,7.75,6.0,8.25,0.0,0.0,0.0,0.0,0.0
2011-06-14,1.5,77.0,55.5,66.5,-1.5,49.0,56.5,0.0,1.5,416.0,1928.0,0.0,29.28,30.005000000000003,7.8,9.0,8.45,0.0,0.0,0.0,0.0,0.0
2011-06-15,1.5,71.5,57.0,64.5,-2.0,59.0,61.5,0.5,0.0,416.0,1928.0,0.8200000000000001,29.035,29.73,8.8,15.5,11.2,0.0,1.0,0.0,1.0,0.0
2011-06-16,1.5,81.0,61.5,71.5,2.0,59.0,63.0,0.0,6.5,416.0,1929.0,0.035,29.085,29.755000000000003,6.05,27.5,8.3,0.0,1.0,0.0,0.0,0.0
2011-06-17,1.5,82.0,62.0,72.0,2.0,60.0,64.5,0.0,7.0,416.0,1929.0,0.0,29.155,29.82,5.55,6.5,6.4,0.0,0.0,0.0,0.0,0.0
2011-06-18,1.5,83.5,62.0,73.0,3.0,62.0,65.5,0.0,8.0,416.0,1929.0,0.0,29.130000000000003,29.810000000000002,4.55,7.0,6.4,0.0,0.0,0.0,0.0,0.0
2011-06-19,1.5,82.0,64.0,73.0,2.0,65.0,68.5,0.0,8.0,416.0,1930.0,0.0,29.055,29.740000000000002,3.9,12.5,5.050000000000001,0.0,0.0,0.0,0.0,0.0
2011-06-20,1.5,79.5,67.0,73.5,2.0,67.0,69.0,0.0,8.5,416.0,1930.0,0.705,29.04,29.71,7.1,16.0,8.8,0.0,0.5,0.0,1.0,0.0
2011-06-21,1.5,89.0,67.5,78.5,8.0,70.0,72.5,0.0,13.5,416.0,1930.0,0.265,28.950000000000003,29.634999999999998,11.25,18.0,11.95,0.0,1.0,0.0,0.5,0.0
2011-06-22,1.5,74.0,65.0,70.0,-0.5,62.5,65.0,0.0,5.0,417.0,1931.0,0.02,28.92,29.59,12.75,21.0,13.4,0.0,0.5,0.0,0.0,0.0
2011-06-23,1.5,71.5,62.5,67.5,-1.5,59.5,62.5,0.0,2.5,417.0,1931.0,0.030000000000000002,28.93,29.6,12.0,26.0,13.1,0.0,1.0,0.0,0.0,0.0
2011-06-24,1.5,68.0,60.0,64.0,-3.5,55.5,59.0,1.0,0.0,417.0,1931.0,0.0,29.104999999999997,29.76,8.95,29.0,9.149999999999999,0.0,0.0,0.0,0.0,0.0
2011-06-25,1.5,78.5,59.5,69.5,-1.0,52.5,60.0,0.0,4.5,417.0,1931.0,0.0,29.245,29.915,3.2,9.5,5.199999999999999,0.0,0.5,0.0,0.0,0.0
2011-06-26,1.5,80.5,60.5,70.5,-1.0,53.0,60.5,0.0,5.5,418.0,1931.0,0.0,29.255000000000003,29.935000000000002,6.15,9.0,6.95,0.0,0.0,0.0,0.0,0.0
2011-06-27,1.5,80.5,66.0,73.5,2.0,63.5,67.0,0.0,8.5,418.0,1931.0,0.085,29.115,29.795,6.65,21.0,10.0,0.0,1.0,0.0,0.0,0.0
2011-06-28,1.5,81.0,64.0,72.5,1.0,53.5,61.0,0.0,7.5,419.0,1931.0,0.0,29.310000000000002,29.975,8.15,30.0,9.1,0.0,0.0,0.0,0.0,0.0
2011-06-29,1.5,80.5,61.0,71.0,-0.5,55.5,62.0,0.0,6.0,419.0,1931.0,0.0,29.380000000000003,30.049999999999997,3.8,8.0,5.65,0.0,0.0,0.0,0.0,0.0
2011-06-30,1.5,88.5,63.0,76.0,2.0,61.5,67.0,0.0,11.0,419.0,1931.0,0.015,29.310000000000002,29.994999999999997,8.7,16.5,10.0,0.0,0.5,0.5,0.5,0.5
2011-07-01,1.5,89.0,71.0,80.5,9.0,62.5,68.0,0.0,15.5,420.0,1931.0,0.005,29.275,29.955,12.350000000000001,18.0,12.850000000000001,0.0,0.5,0.5,0.0,0.0
2011-07-02,1.5,93.5,72.0,83.0,11.0,70.5,74.0,0.0,18.0,420.0,1931.0,0.0,29.28,29.945,3.5,23.5,7.9,0.0,0.0,0.0,0.0,0.0
2011-07-03,1.5,85.0,69.5,77.5,5.0,57.5,65.0,0.0,12.5,421.0,1931.0,0.0,29.305,29.97,4.550000000000001,2.5,6.0,0.0,0.0,0.0,0.0,0.0
2011-07-04,1.5,88.5,66.5,77.5,5.0,54.0,63.5,0.0,12.5,422.0,1930.0,0.0,29.29,29.96,3.0999999999999996,6.0,4.4,0.0,0.0,0.0,0.0,0.0
2011-07-05,1.5,91.5,67.5,80.0,8.0,59.5,68.0,0.0,15.0,422.0,1930.0,0.0,29.28,29.950000000000003,5.050000000000001,27.0,5.9,0.0,0.0,0.0,0.0,0.0
2011-07-06,1.5,86.5,70.5,78.5,6.0,60.5,67.0,0.0,13.5,423.0,1930.0,0.0,29.299999999999997,29.96,5.800000000000001,4.0,7.4,0.0,0.0,0.0,0.0,0.0
2011-07-07,1.5,81.5,64.5,73.5,1.0,54.0,62.5,0.0,8.5,423.0,1930.0,0.035,29.25,29.939999999999998,5.4,7.0,6.65,0.0,1.0,0.0,0.0,0.0
2011-07-08,1.5,86.0,63.0,75.0,1.0,51.5,62.5,0.0,10.0,424.0,1929.0,0.0,29.195,29.869999999999997,5.15,5.0,6.25,0.0,0.0,0.0,0.0,0.0
2011-07-09,1.5,90.5,64.0,77.5,3.0,59.0,67.0,0.0,12.5,425.0,1929.0,0.0,29.240000000000002,29.91,5.300000000000001,18.5,6.2,0.0,0.0,0.0,0.0,0.0
2011-07-10,1.5,91.0,74.5,83.0,10.0,67.5,72.0,0.0,18.0,425.0,1929.0,0.0,29.205,29.880000000000003,8.55,19.0,8.899999999999999,0.0,0.0,0.0,0.0,0.0
2011-07-11,1.5,89.0,70.5,80.0,7.0,70.5,74.0,0.0,15.0,426.0,1928.0,0.26,29.15,29.814999999999998,5.4,24.5,8.25,0.0,0.0,0.0,0.5,0.0
2011-07-12,1.5,87.5,70.5,79.5,6.0,63.5,69.0,0.0,14.5,427.0,1928.0,0.01,29.28,29.93,5.05,3.0,7.35,0.0,1.0,0.0,0.0,0.0
2011-07-13,1.5,74.0,64.5,69.5,-2.0,57.0,62.5,0.0,4.5,428.0,1927.0,0.0,29.375,30.049999999999997,11.05,4.0,11.55,0.0,0.0,0.0,0.0,0.0
2011-07-14,1.5,82.0,62.0,72.5,-1.0,56.0,63.0,0.0,7.5,428.0,1927.0,0.0,29.325000000000003,30.009999999999998,6.9,9.5,8.35,0.0,0.0,0.0,0.0,0.0
2011-07-15,1.5,86.5,70.5,79.0,5.0,60.0,66.5,0.0,14.0,429.0,1926.0,0.0,29.299999999999997,29.97,5.800000000000001,9.5,6.75,0.0,0.0,0.0,0.0,0.0
2011-07-16,1.5,89.5,72.5,81.0,6.0,60.5,68.0,0.0,16.0,430.0,1925.0,0.0,29.35,30.009999999999998,2.95,19.0,3.5,0.0,0.5,0.0,0.0,0.0
2011-07-17,1.5,95.0,71.5,83.5,8.0,69.0,74.0,0.0,18.5,431.0,1925.0,0.0,29.380000000000003,30.049999999999997,6.5,22.5,6.800000000000001,0.0,0.0,0.0,0.0,0.0
2011-07-18,1.5,92.5,80.5,86.5,12.0,74.5,77.5,0.0,21.5,432.0,1924.0,0.005,29.259999999999998,29.950000000000003,10.899999999999999,24.5,11.25,0.0,0.5,0.0,0.0,0.0
2011-07-19,1.5,92.5,78.5,86.0,12.0,72.5,76.5,0.0,21.0,433.0,1923.0,0.0,29.200000000000003,29.875,3.85,6.5,6.4,0.0,0.0,0.0,0.0,0.0
2011-07-20,1.5,99.5,75.0,87.5,12.0,73.0,77.0,0.0,22.5,433.0,1923.0,0.01,29.115,29.79,8.3,23.0,10.3,0.0,0.0,0.5,0.0,0.0
2011-07-21,1.5,100.0,78.5,89.5,13.0,71.0,76.5,0.0,24.5,434.0,1922.0,0.01,29.130000000000003,29.785,5.75,27.0,9.4,0.0,0.0,0.5,0.0,0.0
2011-07-22,1.5,94.0,70.5,79.0,5.0,70.0,73.5,0.0,14.0,435.0,1921.0,0.845,29.205,29.869999999999997,2.75,9.5,8.6,0.0,0.5,1.0,1.0,0.0
2011-07-23,1.5,87.0,70.0,79.0,5.0,70.0,73.0,0.0,14.0,436.0,1920.0,3.45,29.255000000000003,29.939999999999998,0.75,25.0,5.1,0.0,1.0,0.5,1.0,0.5
2011-07-24,1.5,87.0,72.0,80.0,6.0,69.5,72.5,0.0,15.0,437.0,1919.0,0.09999999999999999,29.29,29.96,1.1,21.5,6.050000000000001,0.0,0.0,1.0,1.0,0.0
2011-07-25,1.5,89.0,73.0,81.5,7.0,66.5,71.0,0.0,16.5,438.0,1918.0,0.005,29.225,29.9,2.75,33.5,6.3,0.0,0.0,0.0,0.0,0.0
2011-07-26,1.5,84.0,71.5,78.0,3.0,62.5,68.0,0.0,13.0,439.0,1918.0,0.005,29.205,29.869999999999997,6.1,5.5,8.25,0.0,0.0,0.0,0.0,0.0
2011-07-27,1.5,91.0,70.0,80.5,5.0,66.0,70.5,0.0,15.5,440.0,1917.0,0.355,29.17,29.845,6.1,16.0,9.7,0.0,0.0,1.0,0.5,0.0
2011-07-28,1.5,87.5,73.5,80.5,6.0,71.0,74.0,0.0,15.5,441.0,1916.0,0.35,29.23,29.880000000000003,3.25,22.0,6.8,0.0,1.0,0.5,0.5,0.0
2011-07-29,1.5,86.0,72.5,79.5,5.0,68.0,71.5,0.0,14.5,442.0,1915.0,0.53,29.310000000000002,29.97,3.9,4.0,5.75,0.0,0.0,0.0,0.5,0.0
2011-07-30,1.5,91.0,67.5,79.5,5.0,64.5,70.5,0.0,14.5,443.0,1914.0,0.0,29.380000000000003,30.04,2.2,12.0,3.4,0.0,0.0,0.0,0.0,0.0
2011-07-31,1.5,90.5,70.5,80.5,5.0,69.0,73.0,0.0,15.5,444.0,1913.0,0.0,29.380000000000003,30.049999999999997,4.7,24.0,5.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,1.5,91.0,75.0,83.5,10.0,71.5,75.0,0.0,18.5,445.0,1911.0,0.0,29.305,29.979999999999997,3.6500000000000004,26.0,5.4,0.0,0.0,0.0,0.0,0.0
2011-08-02,1.5,93.0,74.0,84.0,11.0,73.0,76.5,0.0,19.0,446.0,1910.0,0.355,29.07,29.759999999999998,8.15,20.5,8.8,0.0,0.0,0.5,0.5,0.0
2011-08-03,1.5,86.5,72.5,79.5,6.0,66.5,71.0,0.0,14.5,447.0,1909.0,0.0,29.134999999999998,29.795,8.25,1.5,9.15,0.0,0.0,0.0,0.0,0.0
2011-08-04,1.5,83.0,69.0,76.5,4.0,66.5,69.5,0.0,11.5,448.0,1908.0,0.0,29.275,29.93,5.05,5.0,6.35,0.0,0.0,0.0,0.0,0.0
2011-08-05,1.5,83.5,69.5,76.5,3.0,68.0,71.0,0.0,11.5,449.0,1907.0,0.0,29.235,29.92,4.6,6.0,5.75,0.0,0.5,0.0,0.0,0.0
2011-08-06,1.5,85.0,72.5,79.0,6.0,70.0,72.0,0.0,14.0,450.0,1906.0,0.43499999999999994,29.125,29.810000000000002,1.9,4.0,3.85,0.0,1.0,0.0,0.0,0.0
2011-08-07,1.5,86.5,69.0,78.0,4.0,69.0,71.5,0.0,13.0,451.0,1904.0,0.62,29.060000000000002,29.740000000000002,4.1,26.5,6.0,0.0,0.5,0.0,0.5,0.0
2011-08-08,1.5,80.0,68.5,74.5,1.0,67.0,69.5,0.0,9.5,452.0,1903.0,0.45999999999999996,29.03,29.71,3.4,5.0,6.0,0.0,1.0,0.0,0.5,0.0
2011-08-09,1.5,81.0,65.0,73.0,-0.5,61.0,66.0,0.0,8.0,453.0,1902.0,0.005,29.0,29.665,10.9,27.5,11.35,0.0,0.0,0.0,0.0,0.0
2011-08-10,1.5,77.5,61.5,69.5,-2.0,54.0,61.0,0.0,4.5,454.0,1900.0,0.0,29.17,29.83,5.85,31.0,8.35,0.0,0.0,0.0,0.0,0.0
2011-08-11,1.5,81.0,58.5,70.0,-2.0,54.0,61.0,0.0,5.0,455.0,1859.0,0.0,29.28,29.939999999999998,2.35,23.5,3.6,0.0,0.0,0.0,0.0,0.0
2011-08-12,1.5,81.5,62.5,72.5,-1.0,58.0,64.0,0.0,7.5,456.0,1858.0,0.0,29.25,29.935000000000002,8.25,19.0,8.45,0.0,0.0,0.0,0.0,0.0
2011-08-13,1.5,83.5,64.0,74.0,0.0,63.5,66.0,0.0,9.0,457.0,1856.0,0.8400000000000001,29.174999999999997,29.85,4.45,25.5,7.25,0.0,1.0,0.5,0.5,0.0
2011-08-14,1.5,75.0,62.0,69.0,-1.5,60.0,63.0,0.0,4.0,458.0,1855.0,0.005,29.265,29.939999999999998,11.05,35.5,12.149999999999999,0.0,1.0,0.0,0.0,0.0
2011-08-15,1.5,81.0,58.0,70.0,-1.0,55.0,62.0,0.0,5.0,459.0,1854.0,0.0,29.305,29.97,2.55,3.5,5.050000000000001,0.0,0.0,0.0,0.0,0.0
2011-08-16,1.5,84.0,62.0,73.0,1.0,57.0,63.5,0.0,8.0,500.0,1852.0,0.0,29.35,30.020000000000003,2.5999999999999996,18.0,3.45,0.0,0.0,0.0,0.0,0.0
2011-08-17,1.5,83.0,63.5,73.5,1.0,62.0,67.0,0.0,8.5,501.0,1851.0,0.0,29.335,30.015,5.8,21.5,6.1,0.0,0.0,0.0,0.0,0.0
2011-08-18,1.5,84.5,69.0,77.0,4.0,61.0,66.5,0.0,12.0,502.0,1849.0,0.0,29.255000000000003,29.950000000000003,2.55,5.5,5.2,0.0,0.0,0.0,0.0,0.0
2011-08-19,1.5,86.5,65.5,76.5,5.0,62.5,68.0,0.0,11.5,503.0,1848.0,0.0,29.205,29.880000000000003,4.0,13.5,5.5,0.0,0.0,0.0,0.0,0.0
2011-08-20,1.5,79.5,67.0,73.5,2.0,67.0,69.0,0.0,8.5,504.0,1846.0,0.75,29.25,29.91,1.65,18.5,4.15,0.0,1.0,0.0,0.5,0.0
2011-08-21,1.5,80.5,65.0,73.0,1.0,58.0,63.5,0.0,8.0,505.0,1845.0,0.005,29.29,29.96,7.5,32.0,8.05,0.0,1.0,0.0,0.0,0.0
2011-08-22,1.5,82.0,60.0,71.5,0.0,59.0,64.0,0.0,6.5,506.0,1843.0,0.0,29.33,30.015,1.15,17.0,3.8,0.0,0.0,0.0,0.0,0.0
2011-08-23,1.5,73.5,64.0,69.0,-1.5,62.5,65.0,0.0,4.0,508.0,1842.0,0.525,29.14,29.86,8.75,20.0,9.65,0.0,0.5,0.0,1.0,0.0
2011-08-24,1.5,91.5,69.5,81.0,10.0,65.0,70.0,0.0,16.0,509.0,1840.0,0.0,29.02,29.689999999999998,8.149999999999999,26.0,10.85,0.0,0.0,0.0,0.0,0.0
2011-08-25,1.5,81.5,64.5,73.5,4.0,59.0,64.0,0.0,8.5,510.0,1839.0,0.0,29.295,29.939999999999998,3.5999999999999996,19.0,7.15,0.0,0.0,0.0,0.0,0.0
2011-08-26,1.5,83.0,60.0,71.5,1.0,58.0,63.5,0.0,6.5,511.0,1837.0,0.0,29.29,29.975,1.5499999999999998,23.0,3.3499999999999996,0.0,0.0,0.0,0.0,0.0
2011-08-27,1.5,82.0,65.5,74.0,3.0,61.5,66.0,0.0,9.0,512.0,1835.0,0.0,29.235,29.92,8.149999999999999,1.5,9.25,0.0,0.0,0.0,0.0,0.0
2011-08-28,1.5,77.0,61.0,69.0,-0.5,56.0,61.0,0.0,4.0,513.0,1834.0,0.0,29.240000000000002,29.92,7.75,1.5,8.55,0.0,0.0,0.0,0.0,0.0
2011-08-29,1.5,78.5,60.0,69.5,-0.5,56.5,62.0,0.0,4.5,514.0,1832.0,0.0,29.335,30.005000000000003,1.25,4.0,3.85,0.0,0.0,0.0,0.0,0.0
2011-08-30,1.5,77.5,62.5,70.5,-0.5,55.0,61.5,0.0,5.5,515.0,1831.0,0.03,29.354999999999997,30.025,5.6,15.0,6.55,0.0,1.0,0.0,0.0,0.0
2011-08-31,1.5,87.5,65.0,76.5,7.0,64.0,68.5,0.0,11.5,516.0,1829.0,0.025,29.259999999999998,29.945,5.4,17.0,7.8500000000000005,0.0,0.5,0.0,0.0,0.0
2011-09-01,1.5,93.5,72.5,83.0,14.0,70.5,75.0,0.0,18.0,517.0,1827.0,0.0,29.23,29.9,5.5,21.0,6.1,0.0,0.0,0.0,0.0,0.0
2011-09-02,1.5,93.0,77.5,85.5,16.0,69.0,74.0,0.0,20.5,518.0,1826.0,0.0,29.21,29.880000000000003,4.45,21.0,7.0,0.0,0.0,0.0,0.0,0.0
2011-09-03,1.5,88.0,70.0,79.0,11.0,67.5,71.0,0.0,14.0,519.0,1824.0,0.08499999999999999,29.185000000000002,29.86,1.85,24.5,5.95,0.0,0.5,0.0,0.0,0.0
2011-09-04,1.5,73.5,59.0,66.5,-1.0,54.5,60.5,0.0,1.5,520.0,1822.0,0.0,29.265,29.93,10.6,32.0,11.5,0.0,0.5,0.0,0.0,0.0
2011-09-05,1.5,66.0,52.5,59.5,-4.0,45.5,52.5,5.5,0.0,521.0,1821.0,0.0,29.41,30.085,15.05,18.5,15.700000000000001,0.0,0.0,0.0,0.0,0.0
2011-09-06,1.5,66.0,54.0,60.5,-4.0,46.5,53.0,4.5,0.0,522.0,1819.0,0.0,29.465,30.15,11.65,3.5,12.2,0.0,0.0,0.0,0.0,0.0
2011-09-07,1.5,70.0,55.0,62.5,-3.0,47.0,54.5,2.5,0.0,523.0,1817.0,0.0,29.445,30.145,11.3,1.5,12.05,0.0,0.0,0.0,0.0,0.0
2011-09-08,1.5,74.5,59.5,67.0,0.0,53.5,59.0,0.0,2.0,524.0,1815.0,0.03,29.35,30.03,13.95,2.0,14.3,0.5,1.0,0.0,0.0,0.0
2011-09-09,1.5,72.0,62.0,67.0,0.0,60.5,62.5,0.0,2.0,525.0,1814.0,0.065,29.255000000000003,29.950000000000003,8.05,4.0,8.350000000000001,0.0,1.0,0.0,0.0,0.0
2011-09-10,1.5,77.0,57.0,67.0,1.0,59.5,62.5,0.0,2.0,526.0,1812.0,0.005,29.314999999999998,29.994999999999997,0.9,14.0,2.55,0.0,0.0,0.0,0.0,0.0
2011-09-11,1.5,83.0,58.5,71.0,5.0,59.0,63.5,0.0,6.0,527.0,1810.0,0.0,29.299999999999997,29.985,4.699999999999999,26.0,5.1,0.0,0.0,0.0,0.0,0.0
2011-09-12,1.5,86.0,64.0,75.0,10.0,59.0,65.0,0.0,10.0,528.0,1809.0,0.0,29.21,29.905,9.85,23.0,10.100000000000001,0.0,0.0,0.0,0.0,0.0
2011-09-13,1.5,74.5,57.0,66.0,0.0,54.5,60.0,0.0,1.0,529.0,1807.0,0.0,29.23,29.895,4.15,31.0,8.25,0.0,0.0,0.0,0.0,0.0
2011-09-14,1.5,59.0,47.5,53.5,-5.5,44.0,50.0,11.5,0.0,530.0,1805.0,0.04,29.43,30.09,6.15,33.0,7.3,0.0,1.0,0.0,0.0,0.0
2011-09-15,1.5,59.5,43.0,51.5,-6.5,35.5,44.5,13.5,0.0,531.0,1803.0,0.0,29.64,30.325,7.300000000000001,18.5,8.75,0.0,0.0,0.0,0.0,0.0
2011-09-16,1.5,58.5,47.0,53.0,-6.0,39.0,47.0,12.0,0.0,532.0,1760.0,0.0,29.619999999999997,30.33,2.0,10.5,3.5,0.0,0.0,0.0,0.0,0.0
2011-09-17,1.5,68.5,51.0,60.0,-2.5,44.5,52.0,5.0,0.0,533.0,1758.0,0.0,29.560000000000002,30.27,8.2,11.0,9.25,0.0,0.0,0.0,0.0,0.0
2011-09-18,1.5,65.5,55.5,60.5,-2.0,54.5,57.0,4.5,0.0,535.0,1756.0,0.385,29.375,30.11,8.15,14.5,8.75,1.0,1.0,0.0,0.0,0.0
2011-09-19,1.5,68.5,55.0,62.0,-0.5,58.0,60.0,3.0,0.0,536.0,1755.0,0.32499999999999996,29.27,29.96,3.9499999999999997,27.5,5.8,0.0,1.0,0.0,0.0,0.0
2011-09-20,1.5,74.5,51.0,63.0,0.0,54.0,58.0,2.0,0.0,537.0,1753.0,0.005,29.295,29.99,6.55,17.5,6.699999999999999,0.0,0.0,0.0,0.0,0.0
